ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
9365,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,24,4,20,2.9,8.1,0.37124565
9366,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,25,5,20,3.15,-1.8,0.40918073
9367,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,26,5,20,3.15,3,0.40602449
9368,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,27,5,20,3.15,7.8,0.38626441
9369,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,1,1,15.05,-1.9,-0.7,0.20240264
9370,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,2,1,15.05,-1.9,2.6,0.21128555
9371,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,3,1,15.05,-1.9,5.9,0.30894354
9372,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,4,1,15.05,3.4,-0.7,0.15048297
9373,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,5,1,15.05,3.4,2.6,0.21939832
9374,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,6,1,15.05,3.4,5.9,0.12108085
9375,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,7,1,15.05,8.7,-0.7,0.11481033
9376,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,8,1,15.05,8.7,2.6,0.083972871
9377,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,9,1,15.05,8.7,5.9,0.18358268
9378,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,10,2,13.15,-1.9,-0.7,1.8316782
9379,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,11,2,13.15,-1.9,2.6,1.8280535
9380,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,12,2,13.15,-1.9,5.9,1.7600734
9381,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,13,2,13.15,3.4,-0.7,1.3154789
9382,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,14,2,13.15,3.4,2.6,1.3220068
9383,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,15,2,13.15,3.4,5.9,1.301347
9384,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,16,2,13.15,8.7,-0.7,0.76128674
9385,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,17,2,13.15,8.7,2.6,0.7861076
9386,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,18,2,13.15,8.7,5.9,0.81246036
9387,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,19,3,14.1,-2.15,-0.7,0.86993384
9388,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,20,3,14.1,-2.15,2.6,0.88395435
9389,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,21,3,14.1,-2.15,5.9,0.85128927
9390,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,22,4,14.1,-1.9,6.2,0.63868082
9391,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,23,4,14.1,3.4,6.2,0.41202292
9392,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,24,4,14.1,8.7,6.2,0.31642854
9393,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,25,5,14.1,8.95,-0.7,0.24082378
9394,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,26,5,14.1,8.95,2.6,0.24814814
9395,25.8,0.1456796,2.4,8.8,1.2,0.4,1,438.8,399.7,12,11,7,1.8,16,Subcooled,37.9,-1,152,27,5,14.1,8.95,5.9,0.29973415
9396,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,1,1,15.55,-5.5,-0.9,0.056794185
9397,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,2,1,15.55,-5.5,0.4,0.057679195
9398,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,3,1,15.55,-5.5,1.7,0.072594665
9399,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,4,1,15.55,0.8,-0.9,0.037536595
9400,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,5,1,15.55,0.8,0.4,0.030829191
9401,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,6,1,15.55,0.8,1.7,0.046162587
9402,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,7,1,15.55,7.1,-0.9,0.030996516
9403,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,8,1,15.55,7.1,0.4,0.028205343
9404,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,9,1,15.55,7.1,1.7,0.054346893
9405,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,10,2,14.25,-5.5,-0.9,0.20462553
9406,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,11,2,14.25,-5.5,0.4,0.20320407
9407,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,12,2,14.25,-5.5,1.7,0.18160936
9408,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,13,2,14.25,0.8,-0.9,0.29728639
9409,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,14,2,14.25,0.8,0.4,0.29494947
9410,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,15,2,14.25,0.8,1.7,0.26154843
9411,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,16,2,14.25,7.1,-0.9,0.17758779
9412,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,17,2,14.25,7.1,0.4,0.17628689
9413,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,18,2,14.25,7.1,1.7,0.15663445
9414,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,19,3,14.9,-5.75,-0.9,0.11647008
9415,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,20,3,14.9,-5.75,0.4,0.11575898
9416,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,21,3,14.9,-5.75,1.7,0.10815169
9417,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,22,4,14.9,-5.5,2,0.099927396
9418,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,23,4,14.9,0.8,2,0.12467831
9419,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,24,4,14.9,7.1,2,0.085838728
9420,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,25,5,14.9,7.35,-0.9,0.077406526
9421,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,26,5,14.9,7.35,0.4,0.076960057
9422,7.2,0.2796305,0.6,5.8,0.8,0.8,0.6,338.6,315.4,14,13,3,1.2,3,Superheated,42.5,-42,96.7,27,5,14.9,7.35,1.7,0.080185205
9423,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,1,1,8.25,-6.2,-1,0.21498151
9424,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,2,1,8.25,-6.2,1.3,0.22330967
9425,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,3,1,8.25,-6.2,3.6,0.34345129
9426,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,4,1,8.25,0.6,-1,0.1592827
9427,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,5,1,8.25,0.6,1.3,0.14012387
9428,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,6,1,8.25,0.6,3.6,0.12383568
9429,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,7,1,8.25,7.4,-1,0.094647676
9430,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,8,1,8.25,7.4,1.3,0.10148857
9431,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,9,1,8.25,7.4,3.6,0.20522693
9432,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,10,2,6.15,-6.2,-1,1.5822515
9433,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,11,2,6.15,-6.2,1.3,1.5355245
9434,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,12,2,6.15,-6.2,3.6,1.1624497
9435,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,13,2,6.15,0.6,-1,3.4091442
9436,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,14,2,6.15,0.6,1.3,2.0548215
9437,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,15,2,6.15,0.6,3.6,1.3709637
9438,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,16,2,6.15,7.4,-1,1.3925413
9439,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,17,2,6.15,7.4,1.3,1.3768864
9440,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,18,2,6.15,7.4,3.6,1.2391059
9441,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,19,3,7.2,-6.45,-1,0.96868724
9442,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,20,3,7.2,-6.45,1.3,0.9751156
9443,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,21,3,7.2,-6.45,3.6,0.99087989
9444,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,22,4,7.2,-6.2,3.9,0.40429384
9445,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,23,4,7.2,0.6,3.9,0.32627654
9446,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,24,4,7.2,7.4,3.9,0.37042585
9447,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,25,5,7.2,7.65,-1,0.29381126
9448,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,26,5,7.2,7.65,1.3,0.29923436
9449,36.2,0.5720375,2.4,2.6,2.8,0.6,1.2,350,417.7,5,14,5,2,6,Subcooled,37.9,-1,152,27,5,7.2,7.65,3.6,0.39031413
9450,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,1,1,15.65,-5.9,-2.4,0.15273148
9451,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,2,1,15.65,-5.9,-1.1,0.15227315
9452,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,3,1,15.65,-5.9,0.2,0.22794902
9453,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,4,1,15.65,0.4,-2.4,0.080815509
9454,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,5,1,15.65,0.4,-1.1,0.05984601
9455,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,6,1,15.65,0.4,0.2,0.087877765
9456,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,7,1,15.65,6.7,-2.4,0.08682967
9457,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,8,1,15.65,6.7,-1.1,0.0820283
9458,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,9,1,15.65,6.7,0.2,0.12904115
9459,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,10,2,14.35,-5.9,-2.4,0.63068509
9460,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,11,2,14.35,-5.9,-1.1,0.61931288
9461,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,12,2,14.35,-5.9,0.2,0.5366841
9462,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,13,2,14.35,0.4,-2.4,0.74871898
9463,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,14,2,14.35,0.4,-1.1,0.73238969
9464,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,15,2,14.35,0.4,0.2,0.6210565
9465,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,16,2,14.35,6.7,-2.4,0.5885818
9466,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,17,2,14.35,6.7,-1.1,0.57865459
9467,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,18,2,14.35,6.7,0.2,0.5038994
9468,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,19,3,15,-6.15,-2.4,0.47984222
9469,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,20,3,15,-6.15,-1.1,0.47414941
9470,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,21,3,15,-6.15,0.2,0.44056895
9471,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,22,4,15,-5.9,0.5,0.32658827
9472,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,23,4,15,0.4,0.5,0.26591331
9473,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,24,4,15,6.7,0.5,0.23103341
9474,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,25,5,15,6.95,-2.4,0.206641
9475,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,26,5,15,6.95,-1.1,0.20427071
9476,9.7,0.2561388,0.8,4.6,3,1.4,2.4,518.7,354.7,14,13,3,1.2,2,Superheated,37.9,-1,152,27,5,15,6.95,0.2,0.21727653
9477,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,1,1,17.95,-1,-1.7,0.20466435
9478,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,2,1,17.95,-1,1.6,0.20876706
9479,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,3,1,17.95,-1,4.9,0.26507688
9480,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,4,1,17.95,0.8,-1.7,0.27766082
9481,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,5,1,17.95,0.8,1.6,0.27909163
9482,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,6,1,17.95,0.8,4.9,0.277417
9483,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,7,1,17.95,2.6,-1.7,0.17296626
9484,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,8,1,17.95,2.6,1.6,0.17966615
9485,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,9,1,17.95,2.6,4.9,0.24409857
9486,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,10,2,15.25,-1,-1.7,1.9310563
9487,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,11,2,15.25,-1,1.6,1.8620423
9488,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,12,2,15.25,-1,4.9,1.6880963
9489,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,13,2,15.25,0.8,-1.7,1.9505206
9490,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,14,2,15.25,0.8,1.6,1.8826581
9491,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,15,2,15.25,0.8,4.9,1.7047161
9492,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,16,2,15.25,2.6,-1.7,1.5478023
9493,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,17,2,15.25,2.6,1.6,1.5036085
9494,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,18,2,15.25,2.6,4.9,1.3775111
9495,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,19,3,16.6,-1.25,-1.7,0.92765743
9496,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,20,3,16.6,-1.25,1.6,0.92022383
9497,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,21,3,16.6,-1.25,4.9,0.85488677
9498,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,22,4,16.6,-1,5.2,0.59935206
9499,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,23,4,16.6,0.8,5.2,0.49353111
9500,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,24,4,16.6,2.6,5.2,0.5209285
9501,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,25,5,16.6,2.85,-1.7,0.54632777
9502,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,26,5,16.6,2.85,1.6,0.53996241
9503,13.8,0.1931944,2.6,9.4,2,1,1.8,330.2,339.2,14,4,7,2.6,3,Superheated,42.5,-42,96.7,27,5,16.6,2.85,4.9,0.51255065
9504,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,1,1,11.15,1.8,-0.6,0.19828793
9505,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,2,1,11.15,1.8,2.7,0.21200131
9506,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,3,1,11.15,1.8,6,0.23882081
9507,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,4,1,11.15,4.6,-0.6,0.13585886
9508,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,5,1,11.15,4.6,2.7,0.16006163
9509,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,6,1,11.15,4.6,6,0.1976458
9510,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,7,1,11.15,7.4,-0.6,0.11586244
9511,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,8,1,11.15,7.4,2.7,0.11702429
9512,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,9,1,11.15,7.4,6,0.20129076
9513,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,10,2,9.45,1.8,-0.6,1.6433686
9514,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,11,2,9.45,1.8,2.7,1.5807428
9515,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,12,2,9.45,1.8,6,1.4388155
9516,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,13,2,9.45,4.6,-0.6,1.2363679
9517,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,14,2,9.45,4.6,2.7,1.240889
9518,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,15,2,9.45,4.6,6,1.2436842
9519,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,16,2,9.45,7.4,-0.6,0.81977576
9520,13.2,0.7099868,3,8.4,2.4,0.4,0.8,404.3,371.3,8,6,7,1.6,30,Superheated,37.9,-1,152,17,2,9.45,7.4,2.7,0.86131233
